1736254777,45.2,49.9
1736254779,45.8,49.7
1736254782,42.6,49.6
1736254784,44.1,49.6
1736254786,46.7,49.6
1736254788,44.1,49.6
1736254790,10.5,49.6
1736254792,15.1,49.6
1736254794,6.2,49.6
1736254796,31.4,49.6
1736254798,25.0,49.7
1736254800,27.4,50.1
1736254802,5.5,49.7
1736254804,15.1,50.0
1736254806,57.6,50.4
1736254808,23.7,50.4
1736254810,10.0,50.6
1736254812,19.6,50.7
1736254814,20.2,50.8
1736254816,18.7,51.0
